"candidato","votos","porcentaje","partido","municipio","departamento","dane"
"FEDERICO RESTREPO",735,12.9,"COMPROMISO POR ANTIOQUIA","CONCORDIA","Antioquia","01100"
"OLMEDO DE JESUS LOPEZ MARTINEZ",110,1.93,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","CONCORDIA","Antioquia","01100"
"JOSE LUIS JARAMILLO CASTRILLON",27,0.47,"PARTIDO UNIÓN PATRIÓTICA","CONCORDIA","Antioquia","01100"
"LUIS PEREZ",13231,44.76,"PENSANDO EN GRANDE","COPACABANA","Antioquia","01103"
"ANDRES FELIPE GUERRA HOYOS",6787,22.96,"PARTIDO CENTRO DEMOCRÁTICO","COPACABANA","Antioquia","01103"
"FEDERICO RESTREPO",5890,19.92,"COMPROMISO POR ANTIOQUIA","COPACABANA","Antioquia","01103"
"OLMEDO DE JESUS LOPEZ MARTINEZ",625,2.11,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","COPACABANA","Antioquia","01103"
"JOSE LUIS JARAMILLO CASTRILLON",232,0.78,"PARTIDO UNIÓN PATRIÓTICA","COPACABANA","Antioquia","01103"
"LUIS PEREZ",4869,73.54,"PENSANDO EN GRANDE","DABEIBA","Antioquia","01109"
"ANDRES FELIPE GUERRA HOYOS",1010,15.25,"PARTIDO CENTRO DEMOCRÁTICO","DABEIBA","Antioquia","01109"
"FEDERICO RESTREPO",418,6.31,"COMPROMISO POR ANTIOQUIA","DABEIBA","Antioquia","01109"
"OLMEDO DE JESUS LOPEZ MARTINEZ",66,0.99,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","DABEIBA","Antioquia","01109"
"JOSE LUIS JARAMILLO CASTRILLON",49,0.74,"PARTIDO UNIÓN PATRIÓTICA","DABEIBA","Antioquia","01109"
"LUIS PEREZ",2924,36.25,"PENSANDO EN GRANDE","DON MATIAS","Antioquia","01112"
"ANDRES FELIPE GUERRA HOYOS",2340,29.01,"PARTIDO CENTRO DEMOCRÁTICO","DON MATIAS","Antioquia","01112"
"FEDERICO RESTREPO",2040,25.29,"COMPROMISO POR ANTIOQUIA","DON MATIAS","Antioquia","01112"
"OLMEDO DE JESUS LOPEZ MARTINEZ",68,0.84,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","DON MATIAS","Antioquia","01112"
"JOSE LUIS JARAMILLO CASTRILLON",64,0.79,"PARTIDO UNIÓN PATRIÓTICA","DON MATIAS","Antioquia","01112"
"LUIS PEREZ",2508,54.87,"PENSANDO EN GRANDE","EBEJICO","Antioquia","01115"
"ANDRES FELIPE GUERRA HOYOS",1197,26.19,"PARTIDO CENTRO DEMOCRÁTICO","EBEJICO","Antioquia","01115"
"FEDERICO RESTREPO",581,12.71,"COMPROMISO POR ANTIOQUIA","EBEJICO","Antioquia","01115"
"OLMEDO DE JESUS LOPEZ MARTINEZ",36,0.78,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","EBEJICO","Antioquia","01115"
"JOSE LUIS JARAMILLO CASTRILLON",23,0.5,"PARTIDO UNIÓN PATRIÓTICA","EBEJICO","Antioquia","01115"
"LUIS PEREZ",8747,59.3,"PENSANDO EN GRANDE","EL BAGRE","Antioquia","01117"
"FEDERICO RESTREPO",2367,16.04,"COMPROMISO POR ANTIOQUIA","EL BAGRE","Antioquia","01117"
"ANDRES FELIPE GUERRA HOYOS",1911,12.95,"PARTIDO CENTRO DEMOCRÁTICO","EL BAGRE","Antioquia","01117"
"OLMEDO DE JESUS LOPEZ MARTINEZ",400,2.71,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","EL BAGRE","Antioquia","01117"
"JOSE LUIS JARAMILLO CASTRILLON",241,1.63,"PARTIDO UNIÓN PATRIÓTICA","EL BAGRE","Antioquia","01117"
"LUIS PEREZ",1937,44.86,"PENSANDO EN GRANDE","ENTRERRIOS","Antioquia","01118"
"ANDRES FELIPE GUERRA HOYOS",1267,29.34,"PARTIDO CENTRO DEMOCRÁTICO","ENTRERRIOS","Antioquia","01118"
"FEDERICO RESTREPO",850,19.68,"COMPROMISO POR ANTIOQUIA","ENTRERRIOS","Antioquia","01118"
"JOSE LUIS JARAMILLO CASTRILLON",32,0.74,"PARTIDO UNIÓN PATRIÓTICA","ENTRERRIOS","Antioquia","01118"
"OLMEDO DE JESUS LOPEZ MARTINEZ",24,0.55,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ENTRERRIOS","Antioquia","01118"
"ANDRES FELIPE GUERRA HOYOS",36238,35.56,"PARTIDO CENTRO DEMOCRÁTICO","ENVIGADO","Antioquia","01121"
"LUIS PEREZ",30769,30.19,"PENSANDO EN GRANDE","ENVIGADO","Antioquia","01121"
"FEDERICO RESTREPO",22497,22.07,"COMPROMISO POR ANTIOQUIA","ENVIGADO","Antioquia","01121"
"OLMEDO DE JESUS LOPEZ MARTINEZ",1719,1.68,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ENVIGADO","Antioquia","01121"
"JOSE LUIS JARAMILLO CASTRILLON",770,0.75,"PARTIDO UNIÓN PATRIÓTICA","ENVIGADO","Antioquia","01121"
"LUIS PEREZ",4837,61.54,"PENSANDO EN GRANDE","FREDONIA","Antioquia","01124"
"ANDRES FELIPE GUERRA HOYOS",1214,15.44,"PARTIDO CENTRO DEMOCRÁTICO","FREDONIA","Antioquia","01124"
"FEDERICO RESTREPO",1204,15.32,"COMPROMISO POR ANTIOQUIA","FREDONIA","Antioquia","01124"
"OLMEDO DE JESUS LOPEZ MARTINEZ",105,1.33,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FREDONIA","Antioquia","01124"
"JOSE LUIS JARAMILLO CASTRILLON",59,0.75,"PARTIDO UNIÓN PATRIÓTICA","FREDONIA","Antioquia","01124"
"LUIS PEREZ",5234,74.37,"PENSANDO EN GRANDE","FRONTINO","Antioquia","01127"
"ANDRES FELIPE GUERRA HOYOS",795,11.29,"PARTIDO CENTRO DEMOCRÁTICO","FRONTINO","Antioquia","01127"
"FEDERICO RESTREPO",544,7.73,"COMPROMISO POR ANTIOQUIA","FRONTINO","Antioquia","01127"
"OLMEDO DE JESUS LOPEZ MARTINEZ",73,1.03,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","FRONTINO","Antioquia","01127"
"JOSE LUIS JARAMILLO CASTRILLON",60,0.85,"PARTIDO UNIÓN PATRIÓTICA","FRONTINO","Antioquia","01127"
"LUIS PEREZ",1617,67.6,"PENSANDO EN GRANDE","GIRALDO","Antioquia","01130"
"ANDRES FELIPE GUERRA HOYOS",451,18.85,"PARTIDO CENTRO DEMOCRÁTICO","GIRALDO","Antioquia","01130"
"FEDERICO RESTREPO",225,9.4,"COMPROMISO POR ANTIOQUIA","GIRALDO","Antioquia","01130"
"OLMEDO DE JESUS LOPEZ MARTINEZ",31,1.29,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GIRALDO","Antioquia","01130"
"JOSE LUIS JARAMILLO CASTRILLON",8,0.33,"PARTIDO UNIÓN PATRIÓTICA","GIRALDO","Antioquia","01130"
"LUIS PEREZ",8891,39.88,"PENSANDO EN GRANDE","GIRARDOTA","Antioquia","01133"
"FEDERICO RESTREPO",6061,27.19,"COMPROMISO POR ANTIOQUIA","GIRARDOTA","Antioquia","01133"
"ANDRES FELIPE GUERRA HOYOS",4540,20.36,"PARTIDO CENTRO DEMOCRÁTICO","GIRARDOTA","Antioquia","01133"
"OLMEDO DE JESUS LOPEZ MARTINEZ",332,1.48,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GIRARDOTA","Antioquia","01133"
"JOSE LUIS JARAMILLO CASTRILLON",169,0.75,"PARTIDO UNIÓN PATRIÓTICA","GIRARDOTA","Antioquia","01133"
"LUIS PEREZ",2643,65.99,"PENSANDO EN GRANDE","GOMEZ PLATA","Antioquia","01136"
"FEDERICO RESTREPO",576,14.38,"COMPROMISO POR ANTIOQUIA","GOMEZ PLATA","Antioquia","01136"
"ANDRES FELIPE GUERRA HOYOS",470,11.73,"PARTIDO CENTRO DEMOCRÁTICO","GOMEZ PLATA","Antioquia","01136"
"OLMEDO DE JESUS LOPEZ MARTINEZ",34,0.84,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GOMEZ PLATA","Antioquia","01136"
"JOSE LUIS JARAMILLO CASTRILLON",29,0.72,"PARTIDO UNIÓN PATRIÓTICA","GOMEZ PLATA","Antioquia","01136"
"LUIS PEREZ",1834,46.95,"PENSANDO EN GRANDE","GRANADA","Antioquia","01139"
"ANDRES FELIPE GUERRA HOYOS",1068,27.34,"PARTIDO CENTRO DEMOCRÁTICO","GRANADA","Antioquia","01139"
"FEDERICO RESTREPO",635,16.25,"COMPROMISO POR ANTIOQUIA","GRANADA","Antioquia","01139"
"OLMEDO DE JESUS LOPEZ MARTINEZ",95,2.43,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GRANADA","Antioquia","01139"
"JOSE LUIS JARAMILLO CASTRILLON",25,0.64,"PARTIDO UNIÓN PATRIÓTICA","GRANADA","Antioquia","01139"
"LUIS PEREZ",2035,76.13,"PENSANDO EN GRANDE","GUADALUPE","Antioquia","01140"
"ANDRES FELIPE GUERRA HOYOS",297,11.11,"PARTIDO CENTRO DEMOCRÁTICO","GUADALUPE","Antioquia","01140"
"FEDERICO RESTREPO",227,8.49,"COMPROMISO POR ANTIOQUIA","GUADALUPE","Antioquia","01140"
"JOSE LUIS JARAMILLO CASTRILLON",13,0.48,"PARTIDO UNIÓN PATRIÓTICA","GUADALUPE","Antioquia","01140"
"OLMEDO DE JESUS LOPEZ MARTINEZ",12,0.44,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUADALUPE","Antioquia","01140"
"ANDRES FELIPE GUERRA HOYOS",5735,32.8,"PARTIDO CENTRO DEMOCRÁTICO","GUARNE","Antioquia","01142"
"LUIS PEREZ",5598,32.01,"PENSANDO EN GRANDE","GUARNE","Antioquia","01142"
"FEDERICO RESTREPO",3970,22.7,"COMPROMISO POR ANTIOQUIA","GUARNE","Antioquia","01142"
"OLMEDO DE JESUS LOPEZ MARTINEZ",430,2.45,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUARNE","Antioquia","01142"
"JOSE LUIS JARAMILLO CASTRILLON",240,1.37,"PARTIDO UNIÓN PATRIÓTICA","GUARNE","Antioquia","01142"
"LUIS PEREZ",2089,48.71,"PENSANDO EN GRANDE","GUATAPE","Antioquia","01145"
"ANDRES FELIPE GUERRA HOYOS",1305,30.43,"PARTIDO CENTRO DEMOCRÁTICO","GUATAPE","Antioquia","01145"
"FEDERICO RESTREPO",681,15.88,"COMPROMISO POR ANTIOQUIA","GUATAPE","Antioquia","01145"
"OLMEDO DE JESUS LOPEZ MARTINEZ",37,0.86,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","GUATAPE","Antioquia","01145"
"JOSE LUIS JARAMILLO CASTRILLON",24,0.55,"PARTIDO UNIÓN PATRIÓTICA","GUATAPE","Antioquia","01145"
"LUIS PEREZ",2102,72.75,"PENSANDO EN GRANDE","HELICONIA","Antioquia","01148"
"ANDRES FELIPE GUERRA HOYOS",448,15.5,"PARTIDO CENTRO DEMOCRÁTICO","HELICONIA","Antioquia","01148"
"FEDERICO RESTREPO",215,7.44,"COMPROMISO POR ANTIOQUIA","HELICONIA","Antioquia","01148"
"OLMEDO DE JESUS LOPEZ MARTINEZ",17,0.58,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","HELICONIA","Antioquia","01148"
"JOSE LUIS JARAMILLO CASTRILLON",8,0.27,"PARTIDO UNIÓN PATRIÓTICA","HELICONIA","Antioquia","01148"
"LUIS PEREZ",1905,73.32,"PENSANDO EN GRANDE","HISPANIA","Antioquia","01150"
"ANDRES FELIPE GUERRA HOYOS",339,13.04,"PARTIDO CENTRO DEMOCRÁTICO","HISPANIA","Antioquia","01150"
"FEDERICO RESTREPO",227,8.73,"COMPROMISO POR ANTIOQUIA","HISPANIA","Antioquia","01150"
"OLMEDO DE JESUS LOPEZ MARTINEZ",22,0.84,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","HISPANIA","Antioquia","01150"
"JOSE LUIS JARAMILLO CASTRILLON",7,0.26,"PARTIDO UNIÓN PATRIÓTICA","HISPANIA","Antioquia","01150"
"LUIS PEREZ",38214,36.78,"PENSANDO EN GRANDE","ITAGUI","Antioquia","01151"
"ANDRES FELIPE GUERRA HOYOS",27027,26.01,"PARTIDO CENTRO DEMOCRÁTICO","ITAGUI","Antioquia","01151"
"FEDERICO RESTREPO",21716,20.9,"COMPROMISO POR ANTIOQUIA","ITAGUI","Antioquia","01151"
"OLMEDO DE JESUS LOPEZ MARTINEZ",3125,3,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ITAGUI","Antioquia","01151"
"JOSE LUIS JARAMILLO CASTRILLON",941,0.9,"PARTIDO UNIÓN PATRIÓTICA","ITAGUI","Antioquia","01151"
"LUIS PEREZ",1880,44.26,"PENSANDO EN GRANDE","ITUANGO","Antioquia","01154"
"FEDERICO RESTREPO",1287,30.3,"COMPROMISO POR ANTIOQUIA","ITUANGO","Antioquia","01154"
"ANDRES FELIPE GUERRA HOYOS",464,10.92,"PARTIDO CENTRO DEMOCRÁTICO","ITUANGO","Antioquia","01154"
"OLMEDO DE JESUS LOPEZ MARTINEZ",90,2.11,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","ITUANGO","Antioquia","01154"
"JOSE LUIS JARAMILLO CASTRILLON",72,1.69,"PARTIDO UNIÓN PATRIÓTICA","ITUANGO","Antioquia","01154"
"ANDRES FELIPE GUERRA HOYOS",2720,40.13,"PARTIDO CENTRO DEMOCRÁTICO","JARDIN","Antioquia","01157"
"LUIS PEREZ",2585,38.14,"PENSANDO EN GRANDE","JARDIN","Antioquia","01157"
"FEDERICO RESTREPO",1012,14.93,"COMPROMISO POR ANTIOQUIA","JARDIN","Antioquia","01157"
"OLMEDO DE JESUS LOPEZ MARTINEZ",81,1.19,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","JARDIN","Antioquia","01157"
"JOSE LUIS JARAMILLO CASTRILLON",39,0.57,"PARTIDO UNIÓN PATRIÓTICA","JARDIN","Antioquia","01157"
"LUIS PEREZ",2901,49.5,"PENSANDO EN GRANDE","JERICO","Antioquia","01160"
"ANDRES FELIPE GUERRA HOYOS",1573,26.84,"PARTIDO CENTRO DEMOCRÁTICO","JERICO","Antioquia","01160"
"FEDERICO RESTREPO",1099,18.75,"COMPROMISO POR ANTIOQUIA","JERICO","Antioquia","01160"
"OLMEDO DE JESUS LOPEZ MARTINEZ",51,0.87,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","JERICO","Antioquia","01160"
"JOSE LUIS JARAMILLO CASTRILLON",38,0.64,"PARTIDO UNIÓN PATRIÓTICA","JERICO","Antioquia","01160"
"ANDRES FELIPE GUERRA HOYOS",10713,40.09,"PARTIDO CENTRO DEMOCRÁTICO","LA CEJA","Antioquia","01163"
"LUIS PEREZ",6861,25.67,"PENSANDO EN GRANDE","LA CEJA","Antioquia","01163"
"FEDERICO RESTREPO",6186,23.15,"COMPROMISO POR ANTIOQUIA","LA CEJA","Antioquia","01163"
"OLMEDO DE JESUS LOPEZ MARTINEZ",413,1.54,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA CEJA","Antioquia","01163"
"JOSE LUIS JARAMILLO CASTRILLON",260,0.97,"PARTIDO UNIÓN PATRIÓTICA","LA CEJA","Antioquia","01163"
"LUIS PEREZ",8143,36.58,"PENSANDO EN GRANDE","LA ESTRELLA","Antioquia","01166"
"ANDRES FELIPE GUERRA HOYOS",6202,27.86,"PARTIDO CENTRO DEMOCRÁTICO","LA ESTRELLA","Antioquia","01166"
"FEDERICO RESTREPO",4643,20.85,"COMPROMISO POR ANTIOQUIA","LA ESTRELLA","Antioquia","01166"
"OLMEDO DE JESUS LOPEZ MARTINEZ",465,2.08,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA ESTRELLA","Antioquia","01166"
"JOSE LUIS JARAMILLO CASTRILLON",215,0.96,"PARTIDO UNIÓN PATRIÓTICA","LA ESTRELLA","Antioquia","01166"
"LUIS PEREZ",1976,51.01,"PENSANDO EN GRANDE","LA PINTADA","Antioquia","01170"
"ANDRES FELIPE GUERRA HOYOS",1445,37.3,"PARTIDO CENTRO DEMOCRÁTICO","LA PINTADA","Antioquia","01170"
"FEDERICO RESTREPO",208,5.37,"COMPROMISO POR ANTIOQUIA","LA PINTADA","Antioquia","01170"
"JOSE LUIS JARAMILLO CASTRILLON",109,2.81,"PARTIDO UNIÓN PATRIÓTICA","LA PINTADA","Antioquia","01170"
"OLMEDO DE JESUS LOPEZ MARTINEZ",35,0.9,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA PINTADA","Antioquia","01170"
"LUIS PEREZ",4246,43.45,"PENSANDO EN GRANDE","LA UNION","Antioquia","01169"
"ANDRES FELIPE GUERRA HOYOS",2980,30.49,"PARTIDO CENTRO DEMOCRÁTICO","LA UNION","Antioquia","01169"
"FEDERICO RESTREPO",1920,19.64,"COMPROMISO POR ANTIOQUIA","LA UNION","Antioquia","01169"
"OLMEDO DE JESUS LOPEZ MARTINEZ",96,0.98,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LA UNION","Antioquia","01169"
"JOSE LUIS JARAMILLO CASTRILLON",67,0.68,"PARTIDO UNIÓN PATRIÓTICA","LA UNION","Antioquia","01169"
"ANDRES FELIPE GUERRA HOYOS",3070,54.98,"PARTIDO CENTRO DEMOCRÁTICO","LIBORINA","Antioquia","01172"
"LUIS PEREZ",1798,32.2,"PENSANDO EN GRANDE","LIBORINA","Antioquia","01172"
"FEDERICO RESTREPO",523,9.36,"COMPROMISO POR ANTIOQUIA","LIBORINA","Antioquia","01172"
"OLMEDO DE JESUS LOPEZ MARTINEZ",74,1.32,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","LIBORINA","Antioquia","01172"
"JOSE LUIS JARAMILLO CASTRILLON",29,0.51,"PARTIDO UNIÓN PATRIÓTICA","LIBORINA","Antioquia","01172"
"LUIS PEREZ",1315,41.1,"PENSANDO EN GRANDE","MACEO","Antioquia","01175"
"FEDERICO RESTREPO",859,26.85,"COMPROMISO POR ANTIOQUIA","MACEO","Antioquia","01175"
"ANDRES FELIPE GUERRA HOYOS",742,23.19,"PARTIDO CENTRO DEMOCRÁTICO","MACEO","Antioquia","01175"
"OLMEDO DE JESUS LOPEZ MARTINEZ",102,3.18,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MACEO","Antioquia","01175"
"JOSE LUIS JARAMILLO CASTRILLON",14,0.43,"PARTIDO UNIÓN PATRIÓTICA","MACEO","Antioquia","01175"
"ANDRES FELIPE GUERRA HOYOS",8656,43.24,"PARTIDO CENTRO DEMOCRÁTICO","MARINILLA","Antioquia","01178"
"FEDERICO RESTREPO",4552,22.74,"COMPROMISO POR ANTIOQUIA","MARINILLA","Antioquia","01178"
"LUIS PEREZ",4313,21.54,"PENSANDO EN GRANDE","MARINILLA","Antioquia","01178"
"OLMEDO DE JESUS LOPEZ MARTINEZ",431,2.15,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MARINILLA","Antioquia","01178"
"JOSE LUIS JARAMILLO CASTRILLON",275,1.37,"PARTIDO UNIÓN PATRIÓTICA","MARINILLA","Antioquia","01178"
"ANDRES FELIPE GUERRA HOYOS",231946,34.05,"PARTIDO CENTRO DEMOCRÁTICO","MEDELLIN","Antioquia","01001"
"LUIS PEREZ",208360,30.59,"PENSANDO EN GRANDE","MEDELLIN","Antioquia","01001"
"FEDERICO RESTREPO",157647,23.14,"COMPROMISO POR ANTIOQUIA","MEDELLIN","Antioquia","01001"
"OLMEDO DE JESUS LOPEZ MARTINEZ",12082,1.77,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MEDELLIN","Antioquia","01001"
"JOSE LUIS JARAMILLO CASTRILLON",6178,0.9,"PARTIDO UNIÓN PATRIÓTICA","MEDELLIN","Antioquia","01001"
"LUIS PEREZ",1286,44.04,"PENSANDO EN GRANDE","MONTEBELLO","Antioquia","01181"
"ANDRES FELIPE GUERRA HOYOS",1128,38.63,"PARTIDO CENTRO DEMOCRÁTICO","MONTEBELLO","Antioquia","01181"
"FEDERICO RESTREPO",198,6.78,"COMPROMISO POR ANTIOQUIA","MONTEBELLO","Antioquia","01181"
"OLMEDO DE JESUS LOPEZ MARTINEZ",114,3.9,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MONTEBELLO","Antioquia","01181"
"JOSE LUIS JARAMILLO CASTRILLON",18,0.61,"PARTIDO UNIÓN PATRIÓTICA","MONTEBELLO","Antioquia","01181"
"LUIS PEREZ",729,66.21,"PENSANDO EN GRANDE","MURINDO","Antioquia","01184"
"FEDERICO RESTREPO",262,23.79,"COMPROMISO POR ANTIOQUIA","MURINDO","Antioquia","01184"
"OLMEDO DE JESUS LOPEZ MARTINEZ",46,4.17,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MURINDO","Antioquia","01184"
"ANDRES FELIPE GUERRA HOYOS",26,2.36,"PARTIDO CENTRO DEMOCRÁTICO","MURINDO","Antioquia","01184"
"JOSE LUIS JARAMILLO CASTRILLON",13,1.18,"PARTIDO UNIÓN PATRIÓTICA","MURINDO","Antioquia","01184"
"LUIS PEREZ",2893,59.5,"PENSANDO EN GRANDE","MUTATA","Antioquia","01187"
"ANDRES FELIPE GUERRA HOYOS",828,17.03,"PARTIDO CENTRO DEMOCRÁTICO","MUTATA","Antioquia","01187"
"FEDERICO RESTREPO",731,15.03,"COMPROMISO POR ANTIOQUIA","MUTATA","Antioquia","01187"
"OLMEDO DE JESUS LOPEZ MARTINEZ",77,1.58,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","MUTATA","Antioquia","01187"
"JOSE LUIS JARAMILLO CASTRILLON",57,1.17,"PARTIDO UNIÓN PATRIÓTICA","MUTATA","Antioquia","01187"
"LUIS PEREZ",1992,51.51,"PENSANDO EN GRANDE","NARIÑO","Antioquia","01190"
"ANDRES FELIPE GUERRA HOYOS",1579,40.83,"PARTIDO CENTRO DEMOCRÁTICO","NARIÑO","Antioquia","01190"
"FEDERICO RESTREPO",150,3.87,"COMPROMISO POR ANTIOQUIA","NARIÑO","Antioquia","01190"
"JOSE LUIS JARAMILLO CASTRILLON",54,1.39,"PARTIDO UNIÓN PATRIÓTICA","NARIÑO","Antioquia","01190"
"OLMEDO DE JESUS LOPEZ MARTINEZ",21,0.54,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","NARIÑO","Antioquia","01190"
"LUIS PEREZ",4682,68.2,"PENSANDO EN GRANDE","NECHI","Antioquia","01191"
"ANDRES FELIPE GUERRA HOYOS",935,13.61,"PARTIDO CENTRO DEMOCRÁTICO","NECHI","Antioquia","01191"
"FEDERICO RESTREPO",664,9.67,"COMPROMISO POR ANTIOQUIA","NECHI","Antioquia","01191"
"OLMEDO DE JESUS LOPEZ MARTINEZ",216,3.14,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","NECHI","Antioquia","01191"
"JOSE LUIS JARAMILLO CASTRILLON",67,0.97,"PARTIDO UNIÓN PATRIÓTICA","NECHI","Antioquia","01191"
"LUIS PEREZ",7907,61.8,"PENSANDO EN GRANDE","NECOCLI","Antioquia","01192"
"ANDRES FELIPE GUERRA HOYOS",2540,19.85,"PARTIDO CENTRO DEMOCRÁTICO","NECOCLI","Antioquia","01192"
"FEDERICO RESTREPO",1376,10.75,"COMPROMISO POR ANTIOQUIA","NECOCLI","Antioquia","01192"
"OLMEDO DE JESUS LOPEZ MARTINEZ",211,1.64,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","NECOCLI","Antioquia","01192"
"JOSE LUIS JARAMILLO CASTRILLON",168,1.31,"PARTIDO UNIÓN PATRIÓTICA","NECOCLI","Antioquia","01192"
"LUIS PEREZ",1151,75.62,"PENSANDO EN GRANDE","OLAYA","Antioquia","01193"
"ANDRES FELIPE GUERRA HOYOS",269,17.67,"PARTIDO CENTRO DEMOCRÁTICO","OLAYA","Antioquia","01193"
"FEDERICO RESTREPO",61,4,"COMPROMISO POR ANTIOQUIA","OLAYA","Antioquia","01193"
"OLMEDO DE JESUS LOPEZ MARTINEZ",6,0.39,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","OLAYA","Antioquia","01193"
"JOSE LUIS JARAMILLO CASTRILLON",5,0.32,"PARTIDO UNIÓN PATRIÓTICA","OLAYA","Antioquia","01193"
"LUIS PEREZ",4067,50.97,"PENSANDO EN GRANDE","PEÑOL","Antioquia","01196"
"ANDRES FELIPE GUERRA HOYOS",1725,21.62,"PARTIDO CENTRO DEMOCRÁTICO","PEÑOL","Antioquia","01196"
"FEDERICO RESTREPO",1504,18.85,"COMPROMISO POR ANTIOQUIA","PEÑOL","Antioquia","01196"
"OLMEDO DE JESUS LOPEZ MARTINEZ",128,1.6,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","PEÑOL","Antioquia","01196"
"JOSE LUIS JARAMILLO CASTRILLON",67,0.83,"PARTIDO UNIÓN PATRIÓTICA","PEÑOL","Antioquia","01196"
"ANDRES FELIPE GUERRA HOYOS",1761,53.23,"PARTIDO CENTRO DEMOCRÁTICO","PEQUE","Antioquia","01199"
"FEDERICO RESTREPO",903,27.29,"COMPROMISO POR ANTIOQUIA","PEQUE","Antioquia","01199"
"LUIS PEREZ",585,17.68,"PENSANDO EN GRANDE","PEQUE","Antioquia","01199"
"JOSE LUIS JARAMILLO CASTRILLON",19,0.57,"PARTIDO UNIÓN PATRIÓTICA","PEQUE","Antioquia","01199"
"OLMEDO DE JESUS LOPEZ MARTINEZ",18,0.54,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","PEQUE","Antioquia","01199"
"LUIS PEREZ",1440,48.08,"PENSANDO EN GRANDE","PUEBLORRICO","Antioquia","01202"
"ANDRES FELIPE GUERRA HOYOS",948,31.65,"PARTIDO CENTRO DEMOCRÁTICO","PUEBLORRICO","Antioquia","01202"
"FEDERICO RESTREPO",379,12.65,"COMPROMISO POR ANTIOQUIA","PUEBLORRICO","Antioquia","01202"
"OLMEDO DE JESUS LOPEZ MARTINEZ",59,1.96,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","PUEBLORRICO","Antioquia","01202"
"JOSE LUIS JARAMILLO CASTRILLON",20,0.66,"PARTIDO UNIÓN PATRIÓTICA","PUEBLORRICO","Antioquia","01202"
"LUIS PEREZ",4659,36.01,"PENSANDO EN GRANDE","PUERTO BERRIO","Antioquia","01205"
"ANDRES FELIPE GUERRA HOYOS",3370,26.05,"PARTIDO CENTRO DEMOCRÁTICO","PUERTO BERRIO","Antioquia","01205"
"FEDERICO RESTREPO",3102,23.97,"COMPROMISO POR ANTIOQUIA","PUERTO BERRIO","Antioquia","01205"
"OLMEDO DE JESUS LOPEZ MARTINEZ",499,3.85,"PARTIDO POLO DEMOCRÁTICO ALTERNATIVO","PUERTO BERRIO","Antioquia","01205"
"JOSE LUIS JARAMILLO CASTRILLON",146,1.12,"PARTIDO UNIÓN PATRIÓTICA","PUERTO BERRIO","Antioquia","01205"
"LUIS PEREZ",4968,72.21,"PENSANDO EN GRANDE","PUERTO NARE-LA MAGDALENA","Antioquia","01168"
"FEDERICO RESTREPO",1143,16.61,"COMPROMISO POR ANTIOQUIA","PUERTO NARE-LA MAGDALENA","Antioquia","01168"
"ANDRES FELIPE GUERRA HOYOS",478,6.94,"PARTIDO CENTRO DEMOCRÁTICO","PUERTO NARE-LA MAGDALENA","Antioquia","01168"
